"id","meta_chm_mean","meta_chm_median","meta_chm_n","n_tiles","chm_source","model_input_res_m","ortho_source","region_filter"
"NINFP1810037360",1.87356323788951,0.489139407873154,1265,1,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP2310132646",0.0325463273310572,0.0109175737015903,38544,3,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP1810018109",0.0347396123099476,0.0101192146539688,239453,15,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP2310141643",0.448884009380895,0.0106628015637398,15386,2,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP2210086271",0.234376528418835,0.0104120271280408,92543,6,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP2210103889",0.0401546262203012,0.0100928954780102,56960,4,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP2110030767",0.0100384669876069,0.0100330738350749,27947,3,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP2410162281",0.02261691272568,0.0104358699172735,7517,2,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP2410172689",0.0119575278705692,0.0102185821160674,7505,1,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP2410154185",2.94094569710867,2.0497670173645,39669,4,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
"NINFP2210104084",0.0671128700942406,0.0112619353458285,4185,1,"meta_highrescanopyheight_orthophoto",0.5,"orthophoto_50cm_2025","Nord-Norge"
